Id,State_id,Cycle_id,Costs
0,11,28,6
0,12,1,0
0,12,2,0
0,12,3,6
0,12,4,6
0,12,5,6
0,12,6,6
0,12,7,6
0,12,8,6
0,12,9,6
0,12,10,6
0,12,11,6
0,12,12,6
0,12,13,6
0,12,14,6
0,12,15,6
0,12,16,6
0,12,17,6
0,12,18,6
0,12,19,6
0,12,20,6
0,12,21,6
0,12,22,6
0,12,23,6
0,12,24,6
0,12,25,6
0,12,26,6
0,12,27,6
0,12,28,6
0,13,1,0
0,13,2,0
0,13,3,6
0,13,4,6
0,13,5,6
0,13,6,6
0,13,7,6
0,13,8,6
0,13,9,6
0,13,10,6
0,13,11,6
0,13,12,6
0,13,13,6
0,13,14,6
0,13,15,6
0,13,16,6
0,13,17,6
0,13,18,6
0,13,19,6
0,13,20,6
0,13,21,6
0,13,22,6
0,13,23,6
0,13,24,6
0,13,25,6
0,13,26,6
0,13,27,6
0,13,28,6
0,14,1,0
0,14,2,0
0,14,3,0
0,14,4,6
0,14,5,6
0,14,6,6
0,14,7,6
0,14,8,6
0,14,9,6
0,14,10,6
0,14,11,6
0,14,12,6
0,14,13,6
0,14,14,6
0,14,15,6
0,14,16,6
0,14,17,6
0,14,18,6
0,14,19,6
0,14,20,6
0,14,21,6
0,14,22,6
0,14,23,6
0,14,24,6
0,14,25,6
0,14,26,6
0,14,27,6
0,14,28,6
0,15,1,0
0,15,2,0
0,15,3,0
0,15,4,6
0,15,5,6
0,15,6,6
0,15,7,6
0,15,8,6
0,15,9,6
0,15,10,6
0,15,11,6
0,15,12,6
0,15,13,6
0,15,14,6
0,15,15,6
0,15,16,6
0,15,17,6
0,15,18,6
0,15,19,6
0,15,20,6
0,15,21,6
0,15,22,6
0,15,23,6
0,15,24,6
0,15,25,6
0,15,26,6
0,15,27,6
0,15,28,6
0,16,1,0
0,16,2,0
0,16,3,0
0,16,4,0
0,16,5,0
0,16,6,0
0,16,7,0
0,16,8,0
0,16,9,0
0,16,10,0
0,16,11,0
0,16,12,0
0,16,13,0
0,16,14,0
0,16,15,0
0,16,16,0
0,16,17,0
0,16,18,0
0,16,19,0
0,16,20,0
0,16,21,0
0,16,22,0
0,16,23,0
0,16,24,0
0,16,25,0
0,16,26,0
0,16,27,0
0,16,28,0
0,17,1,0
0,17,2,0
0,17,3,6
0,17,4,6
0,17,5,6
0,17,6,6
0,17,7,6
0,17,8,6
0,17,9,6
0,17,10,6
0,17,11,6
0,17,12,6
0,17,13,6
0,17,14,6
0,17,15,6
0,17,16,6
0,17,17,6
0,17,18,6
0,17,19,6
0,17,20,6
0,17,21,6
0,17,22,6
0,17,23,6
0,17,24,6
0,17,25,6
0,17,26,6
0,17,27,6
0,17,28,6
0,18,1,0
0,18,2,0
0,18,3,6
0,18,4,6
0,18,5,6
0,18,6,6
0,18,7,6
0,18,8,6
0,18,9,6
0,18,10,6
0,18,11,6
0,18,12,6
0,18,13,6
0,18,14,6
0,18,15,6
0,18,16,6
0,18,17,6
0,18,18,6
0,18,19,6
0,18,20,6
0,18,21,6
0,18,22,6
0,18,23,6
0,18,24,6
0,18,25,6
0,18,26,6
0,18,27,6
0,18,28,6
0,19,1,0
0,19,2,0
0,19,3,6
0,19,4,6
0,19,5,6
0,19,6,6
0,19,7,6
0,19,8,6
0,19,9,6
0,19,10,6
0,19,11,6
0,19,12,6
0,19,13,6
0,19,14,6
0,19,15,6
0,19,16,6
0,19,17,6
0,19,18,6
0,19,19,6
0,19,20,6
0,19,21,6
0,19,22,6
0,19,23,6
0,19,24,6
0,19,25,6
0,19,26,6
0,19,27,6
0,19,28,6
0,20,1,0
0,20,2,0
0,20,3,0
0,20,4,6
0,20,5,6
0,20,6,6
0,20,7,6
0,20,8,6
0,20,9,6
0,20,10,6
0,20,11,6
0,20,12,6
0,20,13,6
0,20,14,6
0,20,15,6
0,20,16,6
0,20,17,6
0,20,18,6
0,20,19,6
0,20,20,6
0,20,21,6
0,20,22,6
0,20,23,6
0,20,24,6
0,20,25,6
0,20,26,6
0,20,27,6
0,20,28,6
0,21,1,0
0,21,2,0
0,21,3,0
0,21,4,6
0,21,5,6
0,21,6,6
0,21,7,6
0,21,8,6
0,21,9,6
0,21,10,6
0,21,11,6
0,21,12,6
0,21,13,6
0,21,14,6
0,21,15,6
0,21,16,6
0,21,17,6
0,21,18,6
0,21,19,6
0,21,20,6
0,21,21,6
0,21,22,6
0,21,23,6
0,21,24,6
0,21,25,6
0,21,26,6
0,21,27,6
0,21,28,6
0,22,1,0
0,22,2,0
0,22,3,0
0,22,4,0
0,22,5,0
0,22,6,0
0,22,7,0
0,22,8,0
0,22,9,0
0,22,10,0
0,22,11,0
0,22,12,0
0,22,13,0
0,22,14,0
0,22,15,0
0,22,16,0
0,22,17,0
0,22,18,0
0,22,19,0
0,22,20,0
0,22,21,0
0,22,22,0
0,22,23,0
0,22,24,0
0,22,25,0
0,22,26,0
0,22,27,0
0,22,28,0
0,23,1,0
0,23,2,0
0,23,3,6
0,23,4,6
0,23,5,6
0,23,6,6
0,23,7,6
0,23,8,6
0,23,9,6
0,23,10,6
0,23,11,6
0,23,12,6
0,23,13,6
0,23,14,6
0,23,15,6
0,23,16,6
0,23,17,6
0,23,18,6
0,23,19,6
0,23,20,6
0,23,21,6
0,23,22,6
0,23,23,6
0,23,24,6
0,23,25,6
0,23,26,6
0,23,27,6
0,23,28,6
0,24,1,0
0,24,2,0
0,24,3,6
0,24,4,6
0,24,5,6
0,24,6,6
0,24,7,6
0,24,8,6
0,24,9,6
0,24,10,6
0,24,11,6
0,24,12,6
0,24,13,6
0,24,14,6
0,24,15,6
0,24,16,6
0,24,17,6
0,24,18,6
0,24,19,6
0,24,20,6
0,24,21,6
0,24,22,6
0,24,23,6
0,24,24,6
0,24,25,6
0,24,26,6
0,24,27,6
0,24,28,6
0,25,1,0
0,25,2,0
0,25,3,6
0,25,4,6
0,25,5,6
0,25,6,6
0,25,7,6
0,25,8,6
0,25,9,6
0,25,10,6
0,25,11,6
0,25,12,6
0,25,13,6
0,25,14,6
0,25,15,6
0,25,16,6
0,25,17,6
0,25,18,6
0,25,19,6
0,25,20,6
0,25,21,6
0,25,22,6
0,25,23,6
0,25,24,6
0,25,25,6
0,25,26,6
0,25,27,6
0,25,28,6
0,26,1,0
0,26,2,0
0,26,3,6
0,26,4,6
0,26,5,6
0,26,6,6
0,26,7,6
0,26,8,6
0,26,9,6
0,26,10,6
0,26,11,6
0,26,12,6
0,26,13,6
0,26,14,6
0,26,15,6
0,26,16,6
0,26,17,6
0,26,18,6
0,26,19,6
0,26,20,6
0,26,21,6
0,26,22,6
0,26,23,6
0,26,24,6
0,26,25,6
0,26,26,6
0,26,27,6
0,26,28,6
0,27,1,0
0,27,2,0
0,27,3,0
0,27,4,6
0,27,5,6
0,27,6,6
0,27,7,6
0,27,8,6
0,27,9,6
0,27,10,6
0,27,11,6
0,27,12,6
0,27,13,6
0,27,14,6
0,27,15,6
0,27,16,6
0,27,17,6
0,27,18,6
0,27,19,6
0,27,20,6
0,27,21,6
0,27,22,6
0,27,23,6
0,27,24,6
0,27,25,6
0,27,26,6
0,27,27,6
0,27,28,6
0,28,1,0
0,28,2,0
0,28,3,0
0,28,4,0
0,28,5,0
0,28,6,0
0,28,7,0
0,28,8,0
0,28,9,0
0,28,10,0
0,28,11,0
0,28,12,0
0,28,13,0
0,28,14,0
0,28,15,0
0,28,16,0
0,28,17,0
0,28,18,0
0,28,19,0
0,28,20,0
0,28,21,0
0,28,22,0
0,28,23,0
0,28,24,0
0,28,25,0
0,28,26,0
0,28,27,0
0,28,28,0
0,29,1,0
0,29,2,0
0,29,3,6
0,29,4,6
0,29,5,6
0,29,6,6
0,29,7,6
0,29,8,6
0,29,9,6
0,29,10,6
0,29,11,6
0,29,12,6
0,29,13,6
0,29,14,6
0,29,15,6
0,29,16,6
0,29,17,6
0,29,18,6
0,29,19,6
0,29,20,6
0,29,21,6
0,29,22,6
0,29,23,6
0,29,24,6
0,29,25,6
0,29,26,6
0,29,27,6
0,29,28,6
0,30,1,0
0,30,2,0
0,30,3,6
0,30,4,6
0,30,5,6
0,30,6,6
0,30,7,6
0,30,8,6
0,30,9,6
0,30,10,6
0,30,11,6
0,30,12,6
0,30,13,6
0,30,14,6
0,30,15,6
0,30,16,6
0,30,17,6
0,30,18,6
0,30,19,6
0,30,20,6
0,30,21,6
0,30,22,6
0,30,23,6
0,30,24,6
0,30,25,6
0,30,26,6
0,30,27,6
0,30,28,6
0,31,1,0
0,31,2,0
0,31,3,6
0,31,4,6
0,31,5,6
0,31,6,6
0,31,7,6
0,31,8,6
0,31,9,6
0,31,10,6
0,31,11,6
0,31,12,6
0,31,13,6
0,31,14,6
0,31,15,6
0,31,16,6
0,31,17,6
0,31,18,6
0,31,19,6
0,31,20,6
0,31,21,6
0,31,22,6
0,31,23,6
0,31,24,6
0,31,25,6
0,31,26,6
0,31,27,6
0,31,28,6
0,32,1,0
0,32,2,0
0,32,3,0
0,32,4,6
0,32,5,6
0,32,6,6
0,32,7,6
0,32,8,6
0,32,9,6
0,32,10,6
0,32,11,6
0,32,12,6
0,32,13,6
0,32,14,6
0,32,15,6
0,32,16,6
0,32,17,6
0,32,18,6
0,32,19,6
0,32,20,6
0,32,21,6
0,32,22,6
0,32,23,6
0,32,24,6
0,32,25,6
0,32,26,6
0,32,27,6
0,32,28,6
0,33,1,0
0,33,2,0
0,33,3,0
0,33,4,0
0,33,5,0
0,33,6,0
0,33,7,0
0,33,8,0
0,33,9,0
0,33,10,0
0,33,11,0
0,33,12,0
0,33,13,0
0,33,14,0
0,33,15,0
0,33,16,0
0,33,17,0
0,33,18,0
0,33,19,0
0,33,20,0
0,33,21,0
0,33,22,0
0,33,23,0
0,33,24,0
0,33,25,0
0,33,26,0
0,33,27,0
0,33,28,0
0,34,1,0
0,34,2,0
0,34,3,6
0,34,4,6
0,34,5,6
0,34,6,6
0,34,7,6
0,34,8,6
0,34,9,6
0,34,10,6
0,34,11,6
0,34,12,6
0,34,13,6
0,34,14,6
0,34,15,6
0,34,16,6
0,34,17,6
0,34,18,6
0,34,19,6
0,34,20,6
0,34,21,6
0,34,22,6
0,34,23,6
0,34,24,6
0,34,25,6
0,34,26,6
0,34,27,6
0,34,28,6
0,35,1,0
0,35,2,0
0,35,3,6
0,35,4,6
0,35,5,6
0,35,6,6
0,35,7,6
0,35,8,6
0,35,9,6
0,35,10,6
0,35,11,6
0,35,12,6
0,35,13,6
0,35,14,6
0,35,15,6
0,35,16,6
0,35,17,6
0,35,18,6
0,35,19,6
0,35,20,6
0,35,21,6
0,35,22,6
0,35,23,6
0,35,24,6
0,35,25,6
0,35,26,6
0,35,27,6
0,35,28,6
0,36,1,0
0,36,2,0
0,36,3,0
0,36,4,6
0,36,5,6
0,36,6,6
0,36,7,6
0,36,8,6
0,36,9,6
0,36,10,6
0,36,11,6
0,36,12,6
0,36,13,6
0,36,14,6
0,36,15,6
0,36,16,6
0,36,17,6
0,36,18,6
0,36,19,6
0,36,20,6
0,36,21,6
0,36,22,6
0,36,23,6
0,36,24,6
0,36,25,6
0,36,26,6
0,36,27,6
0,36,28,6
0,37,1,0
0,37,2,0
0,37,3,0
0,37,4,0
0,37,5,0
0,37,6,0
0,37,7,0
0,37,8,0
0,37,9,0
0,37,10,0
0,37,11,0
0,37,12,0
0,37,13,0
0,37,14,0
0,37,15,0
0,37,16,0
0,37,17,0
0,37,18,0
0,37,19,0
0,37,20,0
0,37,21,0
0,37,22,0
0,37,23,0
0,37,24,0
0,37,25,0
0,37,26,0
0,37,27,0
0,37,28,0
0,38,1,0
0,38,2,0
0,38,3,6
0,38,4,6
0,38,5,6
0,38,6,6
0,38,7,6
0,38,8,6
0,38,9,6
0,38,10,6
0,38,11,6
0,38,12,6
0,38,13,6
0,38,14,6
0,38,15,6
0,38,16,6
0,38,17,6
0,38,18,6
0,38,19,6
0,38,20,6
0,38,21,6
0,38,22,6
0,38,23,6
0,38,24,6
0,38,25,6
0,38,26,6
0,38,27,6
0,38,28,6
0,39,1,0
0,39,2,0
0,39,3,6
0,39,4,6
0,39,5,6
0,39,6,6
0,39,7,6
0,39,8,6
0,39,9,6
0,39,10,6
0,39,11,6
0,39,12,6
0,39,13,6
0,39,14,6
0,39,15,6
0,39,16,6
0,39,17,6
0,39,18,6
0,39,19,6
0,39,20,6
0,39,21,6
0,39,22,6
0,39,23,6
0,39,24,6
0,39,25,6
0,39,26,6
0,39,27,6
0,39,28,6
0,40,1,0
0,40,2,0
0,40,3,0
0,40,4,6
0,40,5,6
0,40,6,6
0,40,7,6
0,40,8,6
0,40,9,6
0,40,10,6
0,40,11,6
0,40,12,6
0,40,13,6
0,40,14,6
0,40,15,6
0,40,16,6
0,40,17,6
0,40,18,6
0,40,19,6
0,40,20,6
0,40,21,6
0,40,22,6
0,40,23,6
0,40,24,6
0,40,25,6
0,40,26,6
0,40,27,6
0,40,28,6
0,41,1,0
0,41,2,0
0,41,3,0
0,41,4,0
0,41,5,0
0,41,6,0
0,41,7,0
0,41,8,0
0,41,9,0
0,41,10,0
0,41,11,0
0,41,12,0
0,41,13,0
0,41,14,0
0,41,15,0
0,41,16,0
0,41,17,0
0,41,18,0
0,41,19,0
0,41,20,0
0,41,21,0
0,41,22,0
0,41,23,0
0,41,24,0
0,41,25,0
0,41,26,0
0,41,27,0
0,41,28,0
0,42,1,0
0,42,2,0
0,42,3,0
0,42,4,0
0,42,5,0
0,42,6,0
0,42,7,0
0,42,8,0
0,42,9,0
0,42,10,0
0,42,11,0
0,42,12,0
0,42,13,0
0,42,14,0
0,42,15,0
0,42,16,0
0,42,17,0
0,42,18,0
0,42,19,0
0,42,20,0
0,42,21,0
0,42,22,0
0,42,23,0
0,42,24,0
0,42,25,0
0,42,26,0
0,42,27,0
0,42,28,0
0,43,1,0
0,43,2,0
0,43,3,6
0,43,4,6
0,43,5,6
0,43,6,6
0,43,7,6
0,43,8,6
0,43,9,6
0,43,10,6
0,43,11,6
0,43,12,6
0,43,13,6
0,43,14,6
0,43,15,6
0,43,16,6
0,43,17,6
0,43,18,6
0,43,19,6
0,43,20,6
0,43,21,6
0,43,22,6
0,43,23,6
0,43,24,6
0,43,25,6
0,43,26,6
0,43,27,6
0,43,28,6
0,44,1,0
0,44,2,0
0,44,3,6
0,44,4,6
0,44,5,6
0,44,6,6
0,44,7,6
0,44,8,6
0,44,9,6
0,44,10,6
0,44,11,6
0,44,12,6
0,44,13,6
0,44,14,6
0,44,15,6
0,44,16,6
0,44,17,6
0,44,18,6
0,44,19,6
0,44,20,6
0,44,21,6
0,44,22,6
0,44,23,6
0,44,24,6
0,44,25,6
0,44,26,6
0,44,27,6
0,44,28,6
0,45,1,0
0,45,2,0
0,45,3,6
0,45,4,6
0,45,5,6
0,45,6,6
0,45,7,6
0,45,8,6
0,45,9,6
0,45,10,6
0,45,11,6
0,45,12,6
0,45,13,6
0,45,14,6
0,45,15,6
0,45,16,6
0,45,17,6
0,45,18,6
0,45,19,6
0,45,20,6
0,45,21,6
0,45,22,6
0,45,23,6
0,45,24,6
0,45,25,6
0,45,26,6
0,45,27,6
0,45,28,6
0,46,1,0
0,46,2,0
0,46,3,6
0,46,4,6
0,46,5,6
0,46,6,6
0,46,7,6
0,46,8,6
0,46,9,6
0,46,10,6
0,46,11,6
0,46,12,6
0,46,13,6
0,46,14,6
0,46,15,6
0,46,16,6
0,46,17,6
0,46,18,6
0,46,19,6
0,46,20,6
0,46,21,6
0,46,22,6
0,46,23,6
0,46,24,6
0,46,25,6
0,46,26,6
0,46,27,6
0,46,28,6
0,47,1,0
0,47,2,0
0,47,3,6
0,47,4,6
0,47,5,6
0,47,6,6
0,47,7,6
0,47,8,6
0,47,9,6
0,47,10,6
0,47,11,6
0,47,12,6
0,47,13,6
0,47,14,6
0,47,15,6
0,47,16,6
0,47,17,6
0,47,18,6
0,47,19,6
0,47,20,6
0,47,21,6
0,47,22,6
0,47,23,6
0,47,24,6
0,47,25,6
0,47,26,6
0,47,27,6
0,47,28,6
0,48,1,0
0,48,2,0
0,48,3,6
0,48,4,6
0,48,5,6
0,48,6,6
0,48,7,6
0,48,8,6
0,48,9,6
0,48,10,6
0,48,11,6
0,48,12,6
0,48,13,6
0,48,14,6
0,48,15,6
0,48,16,6
0,48,17,6
0,48,18,6
0,48,19,6
0,48,20,6
0,48,21,6
0,48,22,6
0,48,23,6
0,48,24,6
0,48,25,6
0,48,26,6
0,48,27,6
0,48,28,6
0,49,1,0
0,49,2,0
0,49,3,6
0,49,4,6
0,49,5,6
0,49,6,6
0,49,7,6
0,49,8,6
0,49,9,6
0,49,10,6
0,49,11,6
0,49,12,6
0,49,13,6
0,49,14,6
0,49,15,6
0,49,16,6
0,49,17,6
0,49,18,6
0,49,19,6
0,49,20,6
0,49,21,6
0,49,22,6
0,49,23,6
0,49,24,6
0,49,25,6
0,49,26,6
0,49,27,6
0,49,28,6
0,50,1,0
0,50,2,0
0,50,3,6
0,50,4,6
0,50,5,6
0,50,6,6
0,50,7,6
0,50,8,6
0,50,9,6
0,50,10,6
0,50,11,6
0,50,12,6
0,50,13,6
0,50,14,6
0,50,15,6
0,50,16,6
0,50,17,6
0,50,18,6
0,50,19,6
0,50,20,6
0,50,21,6
0,50,22,6
0,50,23,6
0,50,24,6
0,50,25,6
0,50,26,6
0,50,27,6
0,50,28,6
0,51,1,0
0,51,2,0
0,51,3,6
0,51,4,6
0,51,5,6
0,51,6,6
0,51,7,6
0,51,8,6
0,51,9,6
0,51,10,6
0,51,11,6
0,51,12,6
0,51,13,6
0,51,14,6
0,51,15,6
0,51,16,6
0,51,17,6
0,51,18,6
0,51,19,6
0,51,20,6
0,51,21,6
0,51,22,6
0,51,23,6
0,51,24,6
0,51,25,6
0,51,26,6
0,51,27,6
0,51,28,6
0,52,1,0
0,52,2,0
0,52,3,6
0,52,4,6
0,52,5,6
0,52,6,6
0,52,7,6
0,52,8,6
0,52,9,6
0,52,10,6
0,52,11,6
0,52,12,6
0,52,13,6
0,52,14,6
0,52,15,6
0,52,16,6
0,52,17,6
0,52,18,6
0,52,19,6
0,52,20,6
0,52,21,6
0,52,22,6
0,52,23,6
0,52,24,6
0,52,25,6
0,52,26,6
0,52,27,6
0,52,28,6
0,53,1,0
0,53,2,0
0,53,3,6
0,53,4,6
0,53,5,6
0,53,6,6
0,53,7,6
0,53,8,6
0,53,9,6
0,53,10,6
0,53,11,6
0,53,12,6
0,53,13,6
0,53,14,6
0,53,15,6
0,53,16,6
0,53,17,6
0,53,18,6
0,53,19,6
0,53,20,6
0,53,21,6
0,53,22,6
0,53,23,6
0,53,24,6
0,53,25,6
0,53,26,6
0,53,27,6
0,53,28,6
0,54,1,0
0,54,2,0
0,54,3,6
0,54,4,6
0,54,5,6
0,54,6,6
0,54,7,6
0,54,8,6
0,54,9,6
0,54,10,6
0,54,11,6
0,54,12,6
0,54,13,6
0,54,14,6
0,54,15,6
0,54,16,6
0,54,17,6
0,54,18,6
0,54,19,6
0,54,20,6
0,54,21,6
0,54,22,6
0,54,23,6
0,54,24,6
0,54,25,6
0,54,26,6
0,54,27,6
0,54,28,6
0,55,1,0
0,55,2,0
0,55,3,6
0,55,4,6
0,55,5,6
0,55,6,6
0,55,7,6
0,55,8,6
0,55,9,6
0,55,10,6
0,55,11,6
0,55,12,6
0,55,13,6
0,55,14,6
0,55,15,6
0,55,16,6
0,55,17,6
0,55,18,6
0,55,19,6
0,55,20,6
0,55,21,6
0,55,22,6
0,55,23,6
0,55,24,6
0,55,25,6
0,55,26,6
0,55,27,6
0,55,28,6
0,56,1,0
0,56,2,0
0,56,3,6
0,56,4,6
0,56,5,6
0,56,6,6
0,56,7,6
0,56,8,6
0,56,9,6
0,56,10,6
0,56,11,6
0,56,12,6
0,56,13,6
0,56,14,6
0,56,15,6
0,56,16,6
0,56,17,6
0,56,18,6
0,56,19,6
0,56,20,6
0,56,21,6
0,56,22,6
0,56,23,6
0,56,24,6
0,56,25,6
0,56,26,6
0,56,27,6
0,56,28,6
0,57,1,0
0,57,2,0
0,57,3,6
0,57,4,6
0,57,5,6
0,57,6,6
0,57,7,6
0,57,8,6
0,57,9,6
0,57,10,6
0,57,11,6
0,57,12,6
0,57,13,6
0,57,14,6
0,57,15,6
0,57,16,6
0,57,17,6
0,57,18,6
0,57,19,6
0,57,20,6
0,57,21,6
0,57,22,6
0,57,23,6
0,57,24,6
0,57,25,6
0,57,26,6
0,57,27,6
0,57,28,6
0,58,1,0
0,58,2,0
0,58,3,6
0,58,4,6
0,58,5,6
0,58,6,6
0,58,7,6
0,58,8,6
0,58,9,6
0,58,10,6
0,58,11,6
0,58,12,6
0,58,13,6
0,58,14,6
0,58,15,6
0,58,16,6
0,58,17,6
0,58,18,6
0,58,19,6
0,58,20,6
0,58,21,6
0,58,22,6
0,58,23,6
0,58,24,6
0,58,25,6
0,58,26,6
0,58,27,6
0,58,28,6
0,59,1,0
0,59,2,0
0,59,3,6
0,59,4,6
0,59,5,6
0,59,6,6
0,59,7,6
0,59,8,6
0,59,9,6
0,59,10,6
0,59,11,6
0,59,12,6
0,59,13,6
0,59,14,6
0,59,15,6
0,59,16,6
0,59,17,6
0,59,18,6
0,59,19,6
0,59,20,6
0,59,21,6
0,59,22,6
0,59,23,6
0,59,24,6
0,59,25,6
0,59,26,6
0,59,27,6
0,59,28,6
0,60,1,0
0,60,2,0
0,60,3,6
0,60,4,6
0,60,5,6
0,60,6,6
0,60,7,6
0,60,8,6
0,60,9,6
0,60,10,6
0,60,11,6
0,60,12,6
0,60,13,6
0,60,14,6
0,60,15,6
0,60,16,6
0,60,17,6
0,60,18,6
0,60,19,6
0,60,20,6
0,60,21,6
0,60,22,6
0,60,23,6
0,60,24,6
0,60,25,6
0,60,26,6
0,60,27,6
0,60,28,6
0,61,1,0
0,61,2,0
0,61,3,6
0,61,4,6
0,61,5,6
0,61,6,6
0,61,7,6
0,61,8,6
0,61,9,6
0,61,10,6
0,61,11,6
0,61,12,6
0,61,13,6
0,61,14,6
0,61,15,6
0,61,16,6
0,61,17,6
0,61,18,6
0,61,19,6
0,61,20,6
0,61,21,6
0,61,22,6
0,61,23,6
0,61,24,6
0,61,25,6
0,61,26,6
0,61,27,6
0,61,28,6
0,62,1,0
0,62,2,0
0,62,3,6
0,62,4,6
0,62,5,6
0,62,6,6
0,62,7,6
0,62,8,6
0,62,9,6
